series_id,data_type,dataset_role,method,comparison,feature_id,logFC,AveExpr,t,P.Value,adj.P.Val,B,platform,standard_feature_id,gene_symbol,mirna_name,entrez_id,all_mapped_symbols,annotation_source,is_annotated,is_multi_mapped
GSE150910,bulk mRNA,validation,edgeR_limma_voom,IPF_vs_Control,FHL2,2.12891249857684,4.73364600377685,18.7040178762576,2.0254309932877602e-46,3.1428612722846194e-42,94.9773604284166,RNAseq_gene_symbol,FHL2,FHL2,,,FHL2,feature_id_gene_symbol,True,False
GSE150910,bulk mRNA,validation,edgeR_limma_voom,IPF_vs_Control,CDH3,2.90302950390379,4.03301081693439,17.9351979404414,4.4849157348409e-44,3.4796218728763098e-40,89.6372665524631,RNAseq_gene_symbol,CDH3,CDH3,,,CDH3,feature_id_gene_symbol,True,False
GSE150910,bulk mRNA,validation,edgeR_limma_voom,IPF_vs_Control,CFH,1.32598635728844,7.34558175755882,17.0475734401291,2.43751785306717e-41,1.26076548420144e-37,83.2583629149256,RNAseq_gene_symbol,CFH,CFH,,,CFH,feature_id_gene_symbol,True,False
GSE150910,bulk mRNA,validation,edgeR_limma_voom,IPF_vs_Control,AGTPBP1,-0.802128616505917,4.22390245348595,-16.6293962423045,4.8356091251667394e-40,1.8758536698803098e-36,80.3514587549027,RNAseq_gene_symbol,AGTPBP1,AGTPBP1,,,AGTPBP1,feature_id_gene_symbol,True,False
GSE150910,bulk mRNA,validation,edgeR_limma_voom,IPF_vs_Control,DIO2,3.36454017607312,1.21429566023582,16.5478669134631,8.66971910374525e-40,2.6905606266563e-36,79.6933738975721,RNAseq_gene_symbol,DIO2,DIO2,,,DIO2,feature_id_gene_symbol,True,False
GSE150910,bulk mRNA,validation,edgeR_limma_voom,IPF_vs_Control,PLPP5,0.856177816465466,5.80965892284756,16.4979997665368,1.23930916418316e-39,3.20506005010502e-36,79.3319589190391,RNAseq_gene_symbol,PLPP5,PLPP5,,,PLPP5,feature_id_gene_symbol,True,False
GSE150910,bulk mRNA,validation,edgeR_limma_voom,IPF_vs_Control,COL14A1,2.5247113825884,5.60798007048228,16.3849808671622,2.78683552574007e-39,6.17761812184408e-36,78.5553972224602,RNAseq_gene_symbol,COL14A1,COL14A1,,,COL14A1,feature_id_gene_symbol,True,False
GSE150910,bulk mRNA,validation,edgeR_limma_voom,IPF_vs_Control,ARRB1,-0.988262678844638,5.22938732173826,-16.2194176267409,9.14637741485979e-39,1.77405422932974e-35,77.3626391824278,RNAseq_gene_symbol,ARRB1,ARRB1,,,ARRB1,feature_id_gene_symbol,True,False
GSE150910,bulk mRNA,validation,edgeR_limma_voom,IPF_vs_Control,DCLK1,1.55161886961543,2.53855522729291,16.1171475827282,1.90723625273481e-38,3.28828721485401e-35,76.7768847539206,RNAseq_gene_symbol,DCLK1,DCLK1,,,DCLK1,feature_id_gene_symbol,True,False
GSE150910,bulk mRNA,validation,edgeR_limma_voom,IPF_vs_Control,HPCAL1,-1.27898311030408,6.60302983902906,-16.0019219188105,4.36795806114767e-38,6.77776052348284e-35,75.7776257889631,RNAseq_gene_symbol,HPCAL1,HPCAL1,,,HPCAL1,feature_id_gene_symbol,True,False
GSE150910,bulk mRNA,validation,edgeR_limma_voom,IPF_vs_Control,SUGCT,2.01046423948946,2.0644292396027,15.9719203049429,5.4203585538353e-38,7.646154879987481e-35,75.7308228460724,RNAseq_gene_symbol,SUGCT,SUGCT,,,SUGCT,feature_id_gene_symbol,True,False
GSE150910,bulk mRNA,validation,edgeR_limma_voom,IPF_vs_Control,ITLN2,-5.46011472064074,2.66594507328564,-15.8156045274243,1.67029513932543e-37,2.1598308064093897e-34,74.578672130695,RNAseq_gene_symbol,ITLN2,ITLN2,,,ITLN2,feature_id_gene_symbol,True,False
GSE150910,bulk mRNA,validation,edgeR_limma_voom,IPF_vs_Control,AFF3,-1.84820130070138,2.81608215041193,-15.6939885047723,4.01233901417621e-37,4.55871444839358e-34,73.7505891451993,RNAseq_gene_symbol,AFF3,AFF3,,,AFF3,feature_id_gene_symbol,True,False
GSE150910,bulk mRNA,validation,edgeR_limma_voom,IPF_vs_Control,SULF1,1.93431459170657,4.60434877376454,15.6905500105647,4.11303746068893e-37,4.55871444839358e-34,73.6155960320294,RNAseq_gene_symbol,SULF1,SULF1,,,SULF1,feature_id_gene_symbol,True,False
